,TRAVELER_ID,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY
1895,a008365,2,1,6,4,2,4,나홀로 여행
1896,a005365,2,3,4,3,3,6,나홀로 여행
1897,a007205,4,1,2,6,7,7,나홀로 여행
1898,a004281,6,2,6,3,2,2,나홀로 여행
1899,a002873,1,4,1,3,4,5,나홀로 여행
1900,a002866,5,3,5,5,3,5,나홀로 여행
1901,a006711,5,6,6,5,6,5,나홀로 여행
1902,a000538,4,3,4,3,5,6,2인 여행(가족 외)
1903,a007365,1,1,1,7,7,1,자녀 동반 여행
1904,a010340,2,2,6,4,5,7,나홀로 여행
1905,a014308,4,1,1,1,1,7,자녀 동반 여행
1906,a000322,4,4,3,4,1,7,나홀로 여행
1907,a002961,4,2,4,4,4,5,3인 이상 여행(가족 외)
1908,a004000,2,4,6,6,3,6,자녀 동반 여행
1909,a006449,3,1,4,4,3,4,2인 가족 여행
1910,a005606,2,5,2,3,3,7,자녀 동반 여행
1911,a005674,1,1,7,1,1,1,2인 여행(가족 외)
1912,a000766,2,2,3,5,1,5,2인 여행(가족 외)
1913,a005221,2,2,3,2,2,2,나홀로 여행
1914,a014996,3,3,2,6,2,6,2인 여행(가족 외)
1915,a007102,1,1,1,1,1,7,나홀로 여행
1916,a003090,3,2,4,5,6,5,2인 여행(가족 외)
1917,a012019,3,2,5,3,2,5,2인 여행(가족 외)
1918,a006542,3,3,3,2,4,6,자녀 동반 여행
1919,a000939,3,1,3,6,3,5,2인 여행(가족 외)
1920,a003980,1,1,7,1,1,4,2인 여행(가족 외)
1921,a017949,4,3,4,3,3,4,2인 여행(가족 외)
1922,a002051,2,1,4,2,2,3,자녀 동반 여행
1923,a004819,2,2,1,1,7,1,나홀로 여행
1924,a007753,1,2,7,5,6,7,나홀로 여행
1925,a001280,1,1,2,4,2,6,3인 이상 여행(가족 외)
1926,a009619,3,3,5,4,6,4,2인 여행(가족 외)
1927,a003906,4,3,4,3,6,4,나홀로 여행
1928,a010134,3,5,2,5,5,2,나홀로 여행
1929,a017864,7,6,5,3,4,4,나홀로 여행
1930,a006239,7,1,7,7,7,7,자녀 동반 여행
1931,a005360,3,2,3,5,5,5,2인 가족 여행
1932,a004184,6,1,4,4,5,2,2인 여행(가족 외)
1933,a018224,3,2,2,5,5,5,2인 여행(가족 외)
1934,a005768,4,2,4,2,2,5,2인 여행(가족 외)
1935,a002408,3,3,4,3,3,4,자녀 동반 여행
1936,a005537,6,2,4,4,6,2,자녀 동반 여행
1937,a007940,2,2,4,3,3,3,2인 여행(가족 외)
1938,a006438,1,1,1,4,7,7,나홀로 여행
1939,a004717,5,2,2,3,7,1,나홀로 여행
1940,a002735,1,1,7,1,7,1,2인 여행(가족 외)
1941,a006348,3,2,2,5,2,3,2인 여행(가족 외)
1942,a002543,4,3,2,4,4,7,자녀 동반 여행
1943,a002719,2,2,4,5,2,6,2인 여행(가족 외)
1944,a002874,4,3,5,6,7,3,나홀로 여행
1945,a004739,1,1,5,5,1,7,2인 여행(가족 외)
1946,a006423,5,4,2,3,4,4,나홀로 여행
1947,a009817,4,4,4,4,4,4,2인 가족 여행
1948,a006046,3,4,3,4,5,4,나홀로 여행
1949,a017935,2,2,3,3,3,6,자녀 동반 여행
1950,a005009,2,3,2,4,3,3,자녀 동반 여행
1951,a002670,2,5,1,4,6,2,자녀 동반 여행
1952,a003008,3,3,3,3,3,2,자녀 동반 여행
1953,a005469,6,3,6,6,3,3,나홀로 여행
1954,a004562,2,2,2,2,3,7,자녀 동반 여행
1955,a000399,4,3,3,3,4,5,3인 이상 여행(가족 외)
1956,a001610,2,1,3,1,1,7,2인 여행(가족 외)
1957,a010165,4,1,1,1,3,1,2인 여행(가족 외)
1958,a003949,2,4,3,3,2,5,2인 여행(가족 외)
1959,a000454,4,3,4,6,3,6,자녀 동반 여행
1960,a006810,1,1,2,1,4,6,나홀로 여행
1961,a011172,4,1,6,6,1,7,3인 이상 여행(가족 외)
1962,a007184,1,4,4,2,5,5,나홀로 여행
1963,a004583,4,2,2,6,6,2,2인 여행(가족 외)
1964,a003000,4,4,4,4,5,6,2인 여행(가족 외)
1965,a011596,2,3,4,5,2,4,2인 가족 여행
1966,a002809,2,2,6,5,6,2,2인 여행(가족 외)
1967,a000122,2,1,7,7,3,6,자녀 동반 여행
1968,a015324,6,5,4,5,1,5,2인 여행(가족 외)
1969,a006080,4,1,1,1,7,4,2인 여행(가족 외)
1970,a010149,6,2,6,2,6,5,나홀로 여행
1971,a000448,6,3,3,5,5,3,2인 여행(가족 외)
1972,a002829,4,4,4,3,4,4,나홀로 여행
1973,a003128,2,3,6,6,7,4,3인 이상 여행(가족 외)
1974,a012450,2,2,4,6,5,4,2인 가족 여행
1975,a002593,1,1,4,4,4,4,3인 이상 여행(가족 외)
1976,a014957,2,1,7,6,2,7,나홀로 여행
1977,a004051,5,3,2,5,6,2,2인 여행(가족 외)
1978,a005390,1,1,5,3,2,6,나홀로 여행
1979,a000912,4,3,3,4,1,6,3인 이상 여행(가족 외)
1980,a000817,3,2,3,4,3,6,나홀로 여행
1981,a002917,6,7,1,5,1,7,나홀로 여행
1982,a003057,3,2,6,6,7,6,2인 여행(가족 외)
1983,a005806,1,1,2,6,6,7,나홀로 여행
1984,a008457,5,3,2,2,2,3,나홀로 여행
1985,a018103,7,7,1,7,7,1,나홀로 여행
1986,a006967,5,5,4,2,1,5,2인 여행(가족 외)
1987,a004793,2,6,2,5,3,2,나홀로 여행
1988,a003363,1,4,4,2,2,6,2인 여행(가족 외)
1989,a017847,2,2,6,2,5,3,나홀로 여행
1990,a005385,3,2,3,2,6,6,자녀 동반 여행
1991,a002317,4,4,6,4,6,6,2인 여행(가족 외)
1992,a006421,1,1,2,2,5,4,나홀로 여행
1993,a000477,4,4,4,2,7,7,나홀로 여행
1994,a005151,2,2,1,3,2,6,나홀로 여행
1995,a006940,1,1,4,3,7,5,나홀로 여행
1996,a017923,2,2,6,2,2,2,자녀 동반 여행
1997,a005105,3,4,3,3,5,4,3인 이상 여행(가족 외)
1998,a000266,4,4,5,5,4,6,자녀 동반 여행
1999,a004328,2,2,4,2,2,6,2인 가족 여행
2000,a002585,6,4,5,1,6,2,나홀로 여행
2001,a015253,3,5,5,5,5,6,나홀로 여행
2002,a002196,6,2,2,5,6,3,나홀로 여행
2003,a018000,1,1,3,6,6,5,2인 여행(가족 외)
2004,a003853,4,3,4,3,5,4,나홀로 여행
2005,a007391,4,4,4,4,4,4,3인 이상 여행(가족 외)
2006,a015389,2,2,5,3,1,6,2인 여행(가족 외)
2007,a007271,4,4,4,4,4,4,2인 가족 여행
2008,b000086,4,1,1,5,5,6,3인 이상 여행(가족 외)
2009,a005244,1,1,1,1,1,1,3인 이상 여행(가족 외)
2010,a000779,2,1,5,6,2,5,2인 여행(가족 외)
2011,a005301,7,4,1,2,7,4,2인 여행(가족 외)
2012,a011622,6,3,1,5,7,6,2인 여행(가족 외)
2013,a006497,2,1,2,2,6,2,나홀로 여행
2014,a000788,5,2,6,5,2,5,2인 여행(가족 외)
2015,a003227,3,2,2,3,5,6,2인 여행(가족 외)
2016,a002115,2,1,4,6,4,6,나홀로 여행
2017,a003735,5,1,7,1,6,6,2인 가족 여행
2018,a007777,1,2,2,3,2,1,3대 동반 여행(친척 포함)
2019,a007322,4,2,6,5,2,4,자녀 동반 여행
2020,a017819,4,4,5,4,2,4,나홀로 여행
2021,a007260,4,3,5,4,6,5,나홀로 여행
2022,a006748,6,3,2,6,2,6,나홀로 여행
2023,a007641,2,2,6,2,6,7,2인 여행(가족 외)
2024,a006027,2,2,2,2,3,6,나홀로 여행
2025,a017667,7,1,1,6,7,4,2인 가족 여행
2026,a017617,2,2,4,4,6,6,나홀로 여행
2027,a011173,5,3,6,3,5,7,2인 여행(가족 외)
2028,a001638,4,1,4,7,1,7,2인 여행(가족 외)
2029,a006803,3,2,6,3,6,5,나홀로 여행
2030,a001940,2,1,1,2,4,7,부모 동반 여행
2031,a007638,1,1,4,2,2,7,2인 가족 여행
2032,a001826,1,4,1,4,1,7,2인 여행(가족 외)
2033,a008496,2,2,2,2,2,7,자녀 동반 여행
2034,a006297,2,3,2,4,2,3,2인 가족 여행
2035,a008467,6,4,6,3,7,1,2인 여행(가족 외)
2036,a001870,2,5,5,4,6,7,2인 여행(가족 외)
2037,a010502,7,4,4,4,1,7,자녀 동반 여행
2038,a003370,4,4,4,6,5,4,2인 여행(가족 외)
2039,a006402,6,2,2,6,2,4,나홀로 여행
2040,a001351,2,4,2,6,3,2,2인 여행(가족 외)
2041,a006674,7,6,4,6,2,4,나홀로 여행
2042,a002369,2,1,5,3,7,1,2인 여행(가족 외)
2043,a003693,2,2,2,5,7,5,나홀로 여행
2044,a006101,2,2,3,3,3,2,나홀로 여행
2045,a004982,4,1,4,4,3,4,나홀로 여행
2046,a015325,2,6,1,2,6,2,나홀로 여행
2047,a001951,1,1,3,3,2,2,자녀 동반 여행
2048,a001801,2,1,6,2,1,5,2인 가족 여행
2049,b003037,1,4,1,3,1,7,3인 이상 여행(가족 외)
2050,a007288,2,1,1,6,1,7,2인 가족 여행
2051,a015136,4,4,5,4,4,3,나홀로 여행
2052,a002530,5,4,4,4,6,6,2인 여행(가족 외)
2053,a002445,3,2,6,3,6,6,2인 여행(가족 외)
2054,a007596,3,2,6,4,7,7,2인 여행(가족 외)
2055,a003643,1,1,1,2,4,6,나홀로 여행
2056,a007071,2,4,1,3,7,7,나홀로 여행
2057,a003672,2,3,3,6,6,4,3대 동반 여행(친척 포함)
2058,a007854,3,3,7,3,2,7,3인 이상 여행(가족 외)
2059,a006970,2,2,2,2,4,6,나홀로 여행
2060,a006182,6,2,5,6,5,6,2인 여행(가족 외)
2061,a014782,7,2,2,6,2,6,나홀로 여행
2062,a015308,4,6,2,4,6,4,2인 여행(가족 외)
2063,a002180,3,3,2,4,5,3,나홀로 여행
2064,a001625,1,1,7,2,2,6,3인 이상 여행(가족 외)
2065,a000552,4,4,4,1,3,2,나홀로 여행
2066,a006646,6,2,2,2,2,6,2인 여행(가족 외)
2067,a012133,2,1,1,1,6,2,2인 여행(가족 외)
2068,a003044,2,2,1,1,2,6,2인 여행(가족 외)
2069,a000746,6,2,6,2,3,6,3인 이상 여행(가족 외)
2070,a004732,3,6,6,2,7,6,나홀로 여행
2071,a017945,1,2,3,3,6,5,2인 여행(가족 외)
2072,a003367,3,2,2,5,5,5,나홀로 여행
2073,a007483,2,2,6,2,2,7,2인 여행(가족 외)
2074,a004311,3,5,4,6,5,5,2인 가족 여행
2075,a009822,6,4,6,4,2,6,나홀로 여행
2076,a002154,4,1,4,1,1,7,나홀로 여행
2077,b001071,3,6,6,2,2,5,자녀 동반 여행
2078,a000108,6,2,2,6,7,2,나홀로 여행
2079,a003435,1,4,2,3,4,3,나홀로 여행
2080,a011446,6,5,1,5,5,4,부모 동반 여행
2081,a001352,6,1,1,2,6,7,나홀로 여행
2082,a005619,4,4,6,4,4,7,나홀로 여행
2083,a004048,2,1,2,2,6,6,2인 여행(가족 외)
2084,a005094,3,2,3,5,4,4,나홀로 여행
2085,a008060,4,2,4,3,3,6,자녀 동반 여행
2086,a004549,4,3,2,3,5,2,2인 여행(가족 외)
2087,a004319,3,6,2,4,6,2,2인 여행(가족 외)
2088,a002566,4,5,3,5,2,3,나홀로 여행
2089,a000100,2,2,4,4,2,3,자녀 동반 여행
2090,a005726,2,1,7,6,2,7,3인 이상 여행(가족 외)
2091,a009658,1,1,1,1,7,1,자녀 동반 여행
2092,a005314,4,1,6,6,2,4,자녀 동반 여행
2093,a001084,4,1,4,2,6,1,3인 이상 여행(가족 외)
2094,a006487,6,3,5,3,1,5,나홀로 여행
2095,a011481,1,1,1,3,1,6,나홀로 여행
2096,c005040,1,3,4,2,6,2,2인 여행(가족 외)
2097,a018141,2,5,2,4,6,3,자녀 동반 여행
2098,a004542,2,1,4,4,6,7,2인 여행(가족 외)
2099,a006390,3,4,7,4,1,6,나홀로 여행
2100,a003226,4,2,4,3,3,2,2인 여행(가족 외)
2101,a001851,3,1,2,2,2,7,부모 동반 여행
2102,a003647,2,1,4,6,2,3,2인 가족 여행
2103,a017745,3,2,6,3,2,5,2인 여행(가족 외)
2104,a002056,2,4,4,4,5,4,자녀 동반 여행
2105,a017825,4,4,2,4,6,2,나홀로 여행
2106,a005204,4,4,4,4,2,7,2인 여행(가족 외)
2107,a018063,2,2,4,5,3,5,나홀로 여행
2108,a007778,2,3,6,4,2,7,2인 여행(가족 외)
2109,a003636,2,6,1,7,6,6,나홀로 여행
2110,a006806,4,4,5,5,4,5,2인 여행(가족 외)
2111,a012091,4,1,4,3,1,6,나홀로 여행
2112,a000706,2,5,2,3,2,2,나홀로 여행
2113,a017842,1,2,2,7,6,7,2인 여행(가족 외)
2114,a002996,2,3,4,6,6,4,자녀 동반 여행
2115,a002372,2,1,2,1,6,3,2인 가족 여행
2116,a007727,5,2,5,3,2,4,나홀로 여행
2117,a003033,3,3,1,6,2,2,나홀로 여행
2118,a017858,1,4,3,4,7,1,2인 여행(가족 외)
2119,a002679,5,6,5,4,4,5,3인 이상 여행(가족 외)
2120,a000789,4,4,1,2,7,3,나홀로 여행
2121,a005876,4,2,2,6,6,2,나홀로 여행
2122,a015383,1,5,6,2,3,6,3인 이상 여행(가족 외)
2123,a000862,6,4,5,6,7,4,3인 이상 여행(가족 외)
2124,a003938,3,3,3,6,6,7,2인 여행(가족 외)
2125,a000864,2,2,2,3,2,2,2인 여행(가족 외)
2126,a004308,3,1,3,2,7,5,2인 여행(가족 외)
2127,a007621,5,3,3,3,3,5,나홀로 여행
2128,a005496,1,2,2,2,5,2,나홀로 여행
2129,a003762,6,2,3,5,2,2,나홀로 여행
2130,a001092,2,1,6,5,6,7,2인 여행(가족 외)
2131,a009661,2,4,1,4,2,4,3인 이상 여행(가족 외)
2132,a017544,4,2,2,2,5,5,나홀로 여행
2133,a003977,2,1,5,3,2,2,3인 이상 여행(가족 외)
2134,a000140,3,3,2,4,3,3,나홀로 여행
2135,a010118,3,1,5,4,2,7,나홀로 여행
2136,a011090,1,1,4,7,7,6,3인 이상 여행(가족 외)
2137,a007943,2,2,2,2,2,6,2인 여행(가족 외)
2138,a001659,2,2,4,4,5,4,2인 여행(가족 외)
2139,a011392,2,1,4,1,1,7,2인 여행(가족 외)
2140,a004291,4,3,3,3,5,4,2인 여행(가족 외)
2141,a002942,6,5,2,5,1,5,2인 여행(가족 외)
2142,a003981,2,1,7,6,6,2,나홀로 여행
2143,a010197,2,2,6,6,2,6,3인 이상 여행(가족 외)
2144,a017480,4,3,2,5,3,7,부모 동반 여행
2145,a017926,2,2,4,2,3,4,자녀 동반 여행
2146,a002795,4,2,4,4,6,4,나홀로 여행
2147,a004537,3,2,2,2,6,6,나홀로 여행
2148,a018044,4,3,6,3,4,4,나홀로 여행
2149,a009605,2,2,3,5,6,5,2인 여행(가족 외)
2150,a006814,5,2,6,6,1,7,2인 여행(가족 외)
2151,a002886,5,1,6,6,1,5,3인 이상 여행(가족 외)
2152,a011368,4,1,4,6,2,7,2인 여행(가족 외)
2153,a007668,4,5,6,6,6,1,2인 가족 여행
2154,a006039,5,2,6,4,6,7,부모 동반 여행
2155,a001226,3,3,4,3,7,1,나홀로 여행
2156,a000613,6,6,1,7,1,6,2인 여행(가족 외)
2157,a002245,4,2,4,4,2,2,나홀로 여행
2158,a011185,3,3,6,5,2,6,나홀로 여행
2159,a007423,1,7,1,2,2,3,나홀로 여행
2160,a007268,6,6,6,6,5,4,자녀 동반 여행
2161,a018035,1,6,1,4,3,2,자녀 동반 여행
2162,a008110,3,4,5,5,6,6,자녀 동반 여행
2163,a003927,3,2,2,2,1,6,2인 가족 여행
2164,a001251,2,3,2,1,5,3,자녀 동반 여행
2165,a007340,2,1,4,6,7,4,2인 가족 여행
2166,a000306,6,3,3,2,4,3,3대 동반 여행(친척 포함)
2167,a008605,3,2,5,4,2,5,2인 여행(가족 외)
2168,a008418,2,2,2,3,2,6,2인 여행(가족 외)
2169,a002037,4,3,4,4,3,2,2인 여행(가족 외)
2170,a008349,5,4,4,3,5,2,나홀로 여행
2171,a005075,4,6,3,6,3,2,3인 이상 여행(가족 외)
2172,a018218,2,2,2,2,6,4,나홀로 여행
2173,a002064,6,2,6,6,7,6,2인 여행(가족 외)
2174,a003141,3,2,5,5,2,3,자녀 동반 여행
2175,a017934,2,2,3,2,2,7,나홀로 여행
2176,a005158,4,3,2,4,2,1,2인 가족 여행
2177,a017932,2,2,2,3,2,6,2인 가족 여행
2178,a015694,2,4,4,3,2,2,자녀 동반 여행
2179,a002771,6,1,6,7,5,6,3인 이상 여행(가족 외)
2180,a014172,2,4,2,4,4,5,나홀로 여행
2181,a005121,5,2,5,2,6,3,2인 여행(가족 외)
2182,a005153,2,2,2,2,3,7,2인 여행(가족 외)
2183,a000166,7,3,2,6,2,5,2인 여행(가족 외)
2184,a011455,1,2,2,1,2,6,2인 가족 여행
2185,a000751,4,3,4,5,5,5,나홀로 여행
2186,a008089,4,1,6,3,6,4,나홀로 여행
2187,a003452,4,2,2,6,2,4,나홀로 여행
2188,a005392,2,2,5,4,2,4,부모 동반 여행
2189,a010251,1,2,4,3,5,4,나홀로 여행
2190,a013688,3,5,1,4,2,6,나홀로 여행
2191,a003298,1,4,6,6,2,4,3인 이상 여행(가족 외)
2192,a018146,5,6,6,6,6,5,2인 가족 여행
2193,a006515,4,2,3,5,1,5,나홀로 여행
2194,a002642,2,2,5,4,3,7,2인 여행(가족 외)
2195,a008375,3,4,4,5,6,2,부모 동반 여행
2196,a000012,3,1,3,4,1,5,나홀로 여행
2197,a002502,4,3,2,4,3,4,3인 이상 여행(가족 외)
2198,a003146,3,4,6,4,6,6,자녀 동반 여행
2199,a007597,3,2,2,2,1,1,2인 여행(가족 외)
2200,a005750,2,3,3,4,5,4,2인 여행(가족 외)
2201,a000201,4,4,4,5,4,4,2인 여행(가족 외)
2202,a006026,6,4,5,3,6,6,2인 여행(가족 외)
2203,a017570,1,1,3,2,1,7,나홀로 여행
2204,a006203,2,5,3,3,6,5,나홀로 여행
2205,a005368,1,2,7,2,2,7,3인 이상 여행(가족 외)
2206,a000797,4,3,3,6,3,6,2인 가족 여행
2207,a004571,5,2,5,4,6,6,2인 여행(가족 외)
2208,a004738,4,2,3,2,5,6,2인 여행(가족 외)
2209,a017784,2,2,2,3,6,5,2인 여행(가족 외)
2210,a009626,5,2,4,5,6,3,나홀로 여행
2211,a008415,1,1,6,1,7,5,나홀로 여행
2212,a002345,1,4,4,4,4,3,부모 동반 여행
2213,a007592,2,2,4,5,3,6,2인 가족 여행
2214,a002890,4,5,6,5,4,5,자녀 동반 여행
2215,a011796,1,1,6,6,1,4,2인 여행(가족 외)
2216,a002414,2,4,5,5,3,4,2인 가족 여행
2217,a001965,6,2,4,6,2,5,나홀로 여행
2218,a006562,3,7,2,4,4,4,자녀 동반 여행
2219,a005039,3,5,5,3,3,5,자녀 동반 여행
2220,a001627,1,4,1,4,3,7,나홀로 여행
2221,a009594,4,1,4,4,7,1,2인 여행(가족 외)
2222,a006352,1,1,4,1,7,7,3인 이상 여행(가족 외)
2223,a014026,1,1,7,6,1,7,나홀로 여행
2224,a003173,2,2,2,4,4,5,2인 여행(가족 외)
2225,a010360,4,1,4,4,1,3,2인 여행(가족 외)
2226,a006330,6,6,6,5,6,2,나홀로 여행
2227,a017627,2,2,4,2,1,6,2인 여행(가족 외)
2228,a004674,3,2,4,3,2,5,자녀 동반 여행
2229,a011188,4,3,2,5,2,5,2인 여행(가족 외)
2230,a000163,5,3,2,3,5,5,3인 이상 여행(가족 외)
2231,a001588,5,2,6,6,6,6,나홀로 여행
2232,a007612,6,4,2,4,7,5,3인 이상 여행(가족 외)
2233,a001827,1,1,1,1,2,5,2인 여행(가족 외)
2234,d004784,3,2,5,5,6,6,3인 이상 여행(가족 외)
2235,a007967,6,2,1,6,2,7,2인 가족 여행
2236,a000892,1,4,1,4,1,7,2인 여행(가족 외)
2237,a001377,2,1,1,1,2,3,자녀 동반 여행
2238,a002504,1,1,6,4,3,2,2인 여행(가족 외)
2239,a003829,1,1,3,2,6,6,나홀로 여행
2240,a007615,3,2,6,5,1,2,2인 여행(가족 외)
2241,a003656,4,2,3,4,2,6,2인 여행(가족 외)
2242,a007307,1,1,1,1,1,7,3인 이상 여행(가족 외)
2243,a004700,4,1,4,7,7,7,2인 여행(가족 외)
2244,a002673,4,1,1,1,1,7,2인 여행(가족 외)
2245,a014136,2,4,3,3,6,5,나홀로 여행
2246,a008648,4,3,3,4,6,4,2인 여행(가족 외)
2247,a002759,4,1,4,2,6,3,2인 여행(가족 외)
2248,a000344,2,2,6,6,2,2,3인 이상 여행(가족 외)
2249,a007602,4,3,6,2,1,7,2인 가족 여행
2250,a002826,5,6,2,2,6,2,2인 여행(가족 외)
2251,a005409,2,3,2,6,1,4,3인 이상 여행(가족 외)
2252,a005139,4,4,5,6,5,6,2인 여행(가족 외)
2253,a007051,4,3,4,3,5,5,나홀로 여행
2254,a018022,3,2,2,3,6,5,2인 여행(가족 외)
2255,a003093,5,2,3,4,3,4,3인 이상 여행(가족 외)
2256,a007095,1,7,1,7,7,7,나홀로 여행
2257,a006601,4,2,2,1,7,1,나홀로 여행
2258,a008663,1,1,4,3,6,5,나홀로 여행
2259,a004006,4,4,2,1,7,5,자녀 동반 여행
2260,a004619,1,1,1,1,6,6,부모 동반 여행
2261,a008715,6,3,1,4,1,6,2인 여행(가족 외)
2262,a000145,5,2,3,4,3,6,2인 가족 여행
2263,a006401,2,1,3,2,7,7,나홀로 여행
2264,a008088,5,2,7,5,3,7,나홀로 여행
2265,a002010,4,3,5,5,3,5,자녀 동반 여행
2266,a001926,1,3,4,4,2,4,나홀로 여행
2267,a007473,2,2,5,5,4,6,자녀 동반 여행
2268,a000029,7,1,2,1,1,1,2인 여행(가족 외)
2269,a006398,4,4,4,4,4,4,나홀로 여행
2270,a007958,2,2,2,2,2,2,2인 여행(가족 외)
2271,a005445,2,6,1,2,6,1,3인 이상 여행(가족 외)
2272,a018070,3,3,2,3,2,6,2인 여행(가족 외)
2273,a001887,4,1,1,4,6,6,나홀로 여행
2274,a006524,2,2,3,3,4,5,부모 동반 여행
2275,a001359,4,2,4,5,2,6,2인 여행(가족 외)
2276,a002699,1,1,4,1,1,4,2인 여행(가족 외)
2277,a003543,3,2,3,3,5,5,2인 여행(가족 외)
2278,a002230,2,2,3,5,2,7,나홀로 여행
2279,a001271,7,7,1,7,7,1,2인 여행(가족 외)
2280,a001950,2,4,2,4,1,6,3인 이상 여행(가족 외)
2281,a001753,1,1,2,6,3,2,나홀로 여행
2282,a007624,4,4,4,4,3,4,나홀로 여행
2283,a006304,3,2,3,3,3,3,나홀로 여행
2284,a006545,6,1,4,4,3,7,2인 가족 여행
2285,a005749,2,2,7,3,5,6,나홀로 여행
2286,a002145,2,2,6,5,5,7,나홀로 여행
2287,a018211,3,3,3,2,5,3,나홀로 여행
2288,a006982,3,5,3,2,2,2,나홀로 여행
2289,c002139,7,1,6,6,3,6,나홀로 여행
2290,a013750,1,2,5,5,5,3,3인 이상 여행(가족 외)
2291,a002538,2,4,6,3,7,3,부모 동반 여행
2292,a010333,3,2,2,4,2,4,자녀 동반 여행
2293,a012155,2,2,6,3,2,4,2인 여행(가족 외)
2294,a001968,1,1,4,3,6,6,나홀로 여행
2295,a000405,2,2,2,6,2,4,3인 이상 여행(가족 외)
2296,a000134,5,2,6,4,6,3,나홀로 여행
2297,a010127,3,1,6,7,6,2,3대 동반 여행(친척 포함)
2298,a002276,1,1,7,5,1,7,자녀 동반 여행
2299,a006659,3,3,6,4,6,2,나홀로 여행
2300,a002240,1,1,3,1,6,5,2인 여행(가족 외)
2301,a002933,4,2,2,3,3,4,자녀 동반 여행
2302,a002526,2,5,2,6,3,3,자녀 동반 여행
2303,a008212,1,7,1,1,7,4,부모 동반 여행
2304,a005748,2,1,4,6,2,7,나홀로 여행
2305,a003286,3,2,2,6,5,5,2인 여행(가족 외)
2306,a008182,4,1,5,3,2,3,3인 이상 여행(가족 외)
2307,a000990,1,1,2,2,1,2,2인 여행(가족 외)
2308,a000213,2,1,3,3,6,5,3인 이상 여행(가족 외)
2309,a011255,3,3,5,3,1,7,2인 여행(가족 외)
2310,a000951,6,4,2,5,7,1,나홀로 여행
2311,a017821,2,4,5,4,1,7,나홀로 여행
2312,a009690,4,1,5,1,1,1,2인 가족 여행
2313,a005125,1,4,2,2,2,1,자녀 동반 여행
2314,a009689,2,1,5,2,2,6,2인 가족 여행
2315,a004896,1,4,4,5,2,6,3인 이상 여행(가족 외)
2316,a003346,1,1,1,1,4,6,자녀 동반 여행
2317,a001776,4,4,2,7,1,4,2인 여행(가족 외)
2318,a018005,3,3,5,5,3,5,나홀로 여행
2319,a002768,4,2,4,3,4,6,나홀로 여행
2320,a007922,6,3,4,5,6,7,3인 이상 여행(가족 외)
2321,a003924,2,2,6,2,7,7,나홀로 여행
2322,a001728,6,2,4,4,5,5,자녀 동반 여행
2323,a007310,1,1,6,2,2,7,2인 여행(가족 외)
2324,a017939,6,4,1,4,2,3,3인 이상 여행(가족 외)
2325,a017838,2,3,2,2,4,4,2인 여행(가족 외)
2326,a003204,3,2,4,4,4,3,자녀 동반 여행
2327,a006295,7,5,7,7,1,7,2인 여행(가족 외)
2328,a011641,3,2,5,3,5,5,나홀로 여행
2329,a015091,3,2,3,3,4,5,2인 여행(가족 외)
2330,a017822,4,4,4,3,2,2,나홀로 여행
2331,a008146,4,1,7,1,4,4,2인 여행(가족 외)
2332,a004275,5,2,6,3,6,5,나홀로 여행
2333,a012515,3,4,3,3,3,3,2인 여행(가족 외)
2334,a006149,3,3,3,5,3,5,2인 여행(가족 외)
2335,a004767,1,2,2,1,1,6,부모 동반 여행
2336,a002712,3,5,3,6,7,2,나홀로 여행
2337,a009668,2,2,4,6,5,5,2인 여행(가족 외)
2338,a007320,2,5,6,2,5,2,나홀로 여행
2339,a000896,2,4,1,3,6,1,자녀 동반 여행
2340,a017812,3,4,3,2,3,4,2인 가족 여행
2341,a016159,6,5,3,3,5,2,나홀로 여행
2342,a000554,6,1,4,6,3,2,2인 여행(가족 외)
2343,a005118,6,5,6,7,1,5,나홀로 여행
2344,a004627,5,4,5,5,5,3,나홀로 여행
2345,a002844,2,2,3,2,7,5,2인 여행(가족 외)
2346,a017700,2,3,1,2,2,5,2인 여행(가족 외)
2347,a004701,3,1,7,2,6,5,나홀로 여행
2348,a000933,4,1,4,2,2,4,3인 이상 여행(가족 외)
2349,a002377,2,2,3,6,2,4,3인 이상 여행(가족 외)
2350,a018222,4,5,3,6,6,7,2인 여행(가족 외)
2351,a001081,4,2,1,4,3,5,나홀로 여행
2352,a001248,2,4,1,3,1,4,나홀로 여행
2353,a018053,3,3,4,4,6,4,2인 가족 여행
2354,a003289,1,1,6,7,2,7,자녀 동반 여행
2355,a012402,7,1,2,6,7,6,자녀 동반 여행
2356,a004937,1,2,5,3,5,6,자녀 동반 여행
2357,a000051,3,5,3,3,6,3,2인 여행(가족 외)
2358,a003995,6,2,6,4,2,4,3인 이상 여행(가족 외)
2359,a000369,4,5,3,4,5,4,자녀 동반 여행
2360,a007614,1,4,1,4,6,5,자녀 동반 여행
2361,a017613,3,4,5,5,3,4,2인 가족 여행
2362,a009503,4,3,3,4,6,4,2인 여행(가족 외)
2363,a001070,2,2,2,1,4,3,2인 여행(가족 외)
2364,a017877,2,4,4,4,4,4,2인 여행(가족 외)
2365,a007010,3,2,6,3,3,5,나홀로 여행
2366,a004711,2,2,6,6,3,3,3인 이상 여행(가족 외)
