,VISIT_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM
710,2430.0,a_a004727,오산천,경기 오산시 은계동,60.0,7,0.0,5.0,5.0,5.0,10
711,3752.0,a_a012117,화성행궁,,90.0,2,0.0,5.0,5.0,5.0,10
712,1830.0,a_a001659,송도한옥마을,인천 연수구 송도동 24-17,30.0,7,0.0,5.0,5.0,5.0,09
715,21.0,a_a001375,AK& 홍대,서울 마포구 동교동 192-45,90.0,4,0.0,5.0,5.0,5.0,08
716,3649.0,a_a018158,현대카드 쿠킹라이브러리,서울 강남구 신사동 645-22,90.0,3,1.0,4.0,5.0,4.0,11
717,1228.0,a_a002923,미사경정공원,경기 하남시 덕풍동 15,90.0,1,1.0,4.0,4.0,4.0,09
720,3617.0,a_a004930,헤이리농원,경기 파주시 탄현면 금산리 106-7,150.0,13,0.0,5.0,5.0,5.0,10
722,3170.0,b_b008136,춘천삼악산호수케이블카,강원 춘천시 삼천동 392-10,30.0,6,0.0,4.0,4.0,5.0,10
732,1706.0,a_a014333,선창수산,경기 화성시 황계동 102-4,30.0,4,0.0,5.0,5.0,5.0,10
733,1606.0,a_a004504,서울뷰티위크,,150.0,8,0.0,5.0,5.0,5.0,10
736,244.0,a_a000085,경기북부어린이박물관,경기 동두천시 상봉암동 162,90.0,2,0.0,5.0,5.0,5.0,08
737,1954.0,a_a002426,스카이호프,,420.0,4,0.0,5.0,5.0,5.0,10
745,232.0,a_a006304,경기대학교 서울캠퍼스,서울 서대문구 충정로2가 67-13,30.0,7,0.0,4.0,4.0,3.0,10
746,1971.0,a_a006054,스타필드 하남,경기 하남시 신장동 45-5,90.0,4,0.0,4.0,3.0,4.0,10
748,239.0,a_a006254,경기도어린이박물관,경기 용인시 기흥구 상갈동 496,90.0,2,0.0,5.0,5.0,5.0,10
749,3549.0,a_a007381,한양도성박물관,서울 종로구 종로6가 70-6,30.0,2,0.0,5.0,5.0,5.0,10
755,2265.0,a_a004779,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,720.0,6,1.0,4.0,5.0,5.0,10
760,829.0,a_a000445,덕수궁,서울 중구 정동 5-1,30.0,2,0.0,5.0,5.0,5.0,08
761,567.0,a_a003919,김포한강야생조류생태공원,경기 김포시 운양동 1246-1,30.0,1,0.0,4.0,3.0,3.0,10
762,3752.0,a_a011104,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,3.0,2.0,2.0,10
763,3124.0,a_a000134,청계천,서울 종로구 서린동 148,30.0,7,1.0,5.0,5.0,5.0,08
765,1813.0,a_a001483,송내로데오거리,경기 부천시 상동,0.0,4,1.0,5.0,5.0,5.0,08
766,1296.0,a_a008365,배곧생명공원,경기 시흥시 정왕동 2506,60.0,1,0.0,5.0,5.0,5.0,10
767,2048.0,a_a002302,신포국제시장,인천 중구 신포동 3-2,0.0,4,0.0,4.0,3.0,4.0,09
768,3699.0,a_a001375,홍대 ak위드뮤m,,30.0,4,0.0,5.0,5.0,5.0,08
772,1424.0,a_a017912,북한산 대남문분기점,서울 종로구 구기동,30.0,1,0.0,4.0,4.0,4.0,11
774,1980.0,a_a009609,스파오 타임스퀘어점,서울 영등포구 영등포동4가 442,0.0,4,0.0,4.0,5.0,5.0,10
776,1333.0,a_a015211,벽초지수목원,경기 파주시 광탄면 창만리 166-8,120.0,1,0.0,5.0,5.0,5.0,11
777,478.0,a_a000074,국립중앙박물관,서울 용산구 용산동6가 168-6,60.0,2,0.0,4.0,4.0,4.0,08
779,3752.0,a_a001901,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,4.0,3.0,4.0,09
782,1344.0,a_a002096,보광사,서울 용산구 보광동 419,30.0,2,0.0,3.0,2.0,2.0,09
784,1057.0,a_a002239,롯데월드 어드벤처,서울 송파구 잠실동 40-1,180.0,6,1.0,5.0,5.0,5.0,09
786,2324.0,a_a005038,여의도한강공원,서울 영등포구 여의도동 85,360.0,1,1.0,5.0,5.0,5.0,10
788,876.0,a_a003186,동대문종합시장,서울 종로구 종로6가 270-3,120.0,4,1.0,5.0,5.0,5.0,09
789,2900.0,a_a001774,자라섬,경기 가평군 가평읍 달전리 30,30.0,1,0.0,4.0,3.0,4.0,09
790,415.0,a_a001210,광화문광장,서울 종로구 세종로 1-68,30.0,4,1.0,5.0,5.0,5.0,08
792,2012.0,a_a014920,신덕고개,경기 용인시 처인구 양지면 남곡리 산 45-16,60.0,7,0.0,4.0,4.0,4.0,10
793,3371.0,a_a017838,펀타임 대학로,서울 종로구 명륜2가 36-1,150.0,3,0.0,3.0,4.0,2.0,11
794,2852.0,a_a003049,인천차이나타운,인천 중구 북성동2가 14,60.0,2,0.0,5.0,5.0,5.0,10
797,1174.0,a_a014823,몬스터리움,경기 김포시 대곶면 대명리 482,60.0,6,0.0,4.0,3.0,4.0,11
800,1022.0,a_a001393,롯데백화점 본점,서울 중구 소공동 1,90.0,4,0.0,5.0,5.0,5.0,08
801,1849.0,a_a000140,수리산산림욕장 입구,경기 군포시 산본동 1226,30.0,1,0.0,3.0,3.0,3.0,08
802,1894.0,a_a000573,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,0.0,4.0,4.0,4.0,08
803,2103.0,a_a002192,아이스타일,경기 파주시 문발동 513-14,30.0,3,0.0,3.0,3.0,3.0,09
804,1506.0,a_a013998,"상가 거리, 판교테크노파크공원",,30.0,4,0.0,4.0,3.0,3.0,10
805,1918.0,a_a007182,수원화성미디어아트쇼,,30.0,8,0.0,4.0,4.0,4.0,10
806,1887.0,a_a002367,수원천,,30.0,7,0.0,3.0,2.0,2.0,10
807,1054.0,a_a001753,롯데월드,서울 송파구 잠실동 40-1,210.0,6,1.0,5.0,5.0,5.0,09
810,3358.0,a_a001840,팔달문시장,경기 수원시 팔달구 팔달로3가 32,30.0,4,1.0,4.0,4.0,4.0,09
813,1891.0,a_a001308,수원통닭거리,경기 수원시 팔달구 남수동 158-2,30.0,4,1.0,5.0,5.0,5.0,09
814,3262.0,a_a001798,킨텍스 제2전시장,경기 고양시 일산서구 대화동 2700,30.0,3,1.0,5.0,5.0,5.0,09
815,2499.0,a_a007307,용봉산,충남 홍성군 홍북읍 상하리 산 1-2,300.0,2,0.0,5.0,5.0,5.0,10
822,1445.0,a_a001856,비둘기낭폭포,경기 포천시 영북면 대회산리 415-2,60.0,1,0.0,5.0,4.0,5.0,09
824,911.0,a_a008616,두물머리,경기 양평군 양서면 양수리,150.0,1,0.0,5.0,4.0,4.0,11
827,3330.0,a_a017916,파이롯트 오피스 팝업스토어,,60.0,3,0.0,5.0,5.0,5.0,11
835,1213.0,b_b006455,물향기수목원,경기 오산시 수청동 332-4,60.0,1,0.0,5.0,4.0,5.0,10
839,621.0,a_a005209,남산,서울 용산구 용산동2가 산 1-3,30.0,7,1.0,4.0,4.0,4.0,10
846,258.0,a_a003452,경복궁,서울 종로구 세종로 1-91,30.0,2,0.0,5.0,5.0,5.0,10
847,2549.0,a_a011575,운현궁,서울 종로구 운니동 114-10,60.0,2,0.0,5.0,4.0,4.0,10
849,3271.0,a_a006254,타임테라스 A블럭,경기 화성시 반송동 96,150.0,4,1.0,5.0,5.0,5.0,10
853,2725.0,a_a010136,이마트트레이더스 구성점,경기 용인시 기흥구 보정동 1019-568,60.0,4,0.0,4.0,3.0,3.0,10
854,3234.0,a_a000172,코엑스 아쿠아리움,서울 강남구 삼성동 159,120.0,6,0.0,4.0,4.0,4.0,08
863,258.0,a_a004300,경복궁,서울 종로구 세종로 1-91,60.0,2,1.0,4.0,3.0,4.0,10
869,3238.0,a_a004100,코지블루,서울 송파구 송파동 45-5,30.0,4,0.0,5.0,5.0,4.0,10
872,463.0,a_a001997,국립민속박물관,서울 종로구 세종로 1-1,30.0,2,0.0,5.0,5.0,5.0,09
873,2279.0,a_a003323,에버랜드 판다월드,경기 용인시 처인구 포곡읍 전대리 519-19,30.0,6,0.0,5.0,5.0,5.0,10
874,51.0,a_a000166,DMZ 장단콩두부마을,경기 파주시 탄현면 성동리 279,60.0,7,0.0,4.0,4.0,4.0,08
879,1098.0,a_a007924,마장호수출렁다리,경기 파주시 광탄면 기산리,60.0,1,1.0,4.0,4.0,5.0,10
881,1987.0,a_a006714,스포츠아일랜드,경기 수원시 팔달구 우만동 253,210.0,5,0.0,5.0,4.0,5.0,10
883,2921.0,a_a011422,잠실종합운동장 올림픽주경기장,서울 송파구 잠실동 10,60.0,5,1.0,5.0,5.0,5.0,10
886,3650.0,a_a010576,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,210.0,4,1.0,4.0,4.0,4.0,10
889,2336.0,a_a005640,여주한글시장,경기 여주시 하동 269-2,30.0,4,0.0,3.0,3.0,3.0,10
891,2037.0,a_a003568,신세계프리미엄아울렛 여주,,330.0,4,1.0,4.0,4.0,4.0,10
894,3203.0,a_a001508,캐리비안베이,경기 용인시 처인구 포곡읍 유운리 551-1,390.0,13,0.0,5.0,5.0,5.0,09
902,2818.0,a_a006080,인천 개항장문화재야행,인천 중구 관동1가 9-1,60.0,8,0.0,4.0,5.0,5.0,10
903,2015.0,a_a017570,신라아이파크면세점,,60.0,4,0.0,3.0,2.0,2.0,11
904,1693.0,a_a002260,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,1.0,5.0,5.0,5.0,09
905,2868.0,a_a003617,일산문화광장,경기 고양시 일산동구 장항동 845,30.0,8,0.0,3.0,4.0,3.0,10
906,2512.0,a_a003779,용암천,경기 남양주시 별내동,30.0,1,0.0,4.0,4.0,4.0,10
912,2324.0,a_a005126,여의도한강공원,서울 영등포구 여의도동 85,30.0,1,0.0,5.0,5.0,5.0,10
913,3654.0,a_a008102,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,180.0,4,0.0,4.0,4.0,4.0,10
920,1448.0,a_a017912,비봉,서울 종로구 구기동 산 3-1,30.0,1,0.0,4.0,4.0,4.0,11
924,3148.0,a_a006850,청일조계지경계계단,인천 중구 관동1가 24,30.0,2,0.0,4.0,3.0,3.0,10
926,473.0,a_a013762,국립수목원 열대식물자원연구센터,경기 포천시 소흘읍 직동리 산 50-18,30.0,1,0.0,5.0,5.0,5.0,11
928,1692.0,a_a014461,석촌호수 동호,서울 송파구 신천동 32,30.0,1,1.0,4.0,5.0,5.0,10
934,1914.0,b_b007029,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,60.0,2,0.0,3.0,2.0,3.0,10
935,829.0,a_a005429,덕수궁,서울 중구 정동 5-1,60.0,2,0.0,5.0,5.0,5.0,10
943,154.0,a_a002761,가평잣고을시장,경기 가평군 가평읍 읍내리 405,30.0,4,0.0,5.0,4.0,5.0,09
944,3367.0,a_a000805,퍼스널테라피연구소,,240.0,13,0.0,5.0,5.0,5.0,09
946,1919.0,a_a001936,수원화성박물관,경기 수원시 팔달구 매향동 49,60.0,2,0.0,4.0,4.0,4.0,09
948,902.0,a_a003309,동탄호수공원,경기 화성시 송동 54-1,150.0,1,1.0,5.0,5.0,5.0,09
953,2994.0,a_a010287,제시,서울 종로구 동숭동 1-78,30.0,4,0.0,4.0,2.0,3.0,10
957,2852.0,a_a003696,인천차이나타운,인천 중구 북성동2가 14,120.0,4,0.0,4.0,3.0,3.0,10
958,1894.0,a_a000030,수원화성,경기 수원시 장안구 영화동 320-2,360.0,2,0.0,5.0,5.0,5.0,08
965,2957.0,a_a002475,전곡항,경기 화성시 서신면 전곡리,150.0,1,1.0,4.0,4.0,4.0,09
969,3694.0,a_a003169,홈플러스 파주문산점,경기 파주시 문산읍 당동리 880,60.0,4,0.0,4.0,3.0,3.0,10
976,2492.0,a_a001366,용문사,경기 양평군 용문면 신점리 625,30.0,1,0.0,4.0,4.0,5.0,08
978,3231.0,a_a000014,코스트코 일산점,경기 고양시 일산동구 백석동 1312,60.0,4,1.0,3.0,4.0,4.0,08
980,2576.0,a_a010193,월미문화관,인천 중구 북성동1가 97-2,30.0,3,0.0,4.0,4.0,4.0,10
985,2582.0,a_a001097,월미테마파크,인천 중구 북성동1가 98-580,60.0,6,1.0,5.0,5.0,5.0,09
992,2900.0,a_a011025,자라섬,경기 가평군 가평읍 달전리 30,120.0,7,0.0,5.0,5.0,5.0,10
999,321.0,a_a004679,고양이카페38.5,경기 남양주시 별내동 826-7,90.0,13,0.0,1.0,1.0,1.0,10
1002,2871.0,a_a014130,일산호수공원,경기 고양시 일산동구 장항동 906,60.0,1,1.0,5.0,5.0,5.0,10
1005,1377.0,a_a002358,부락산,경기 평택시 지산동 산 132,90.0,1,1.0,5.0,5.0,5.0,10
1007,1057.0,a_a014724,롯데월드 어드벤처,서울 송파구 잠실동 40-1,270.0,6,1.0,4.0,4.0,4.0,10
1014,489.0,a_a002993,국립현대미술관 서울관,서울 종로구 소격동 165-10,120.0,3,1.0,5.0,5.0,5.0,10
1015,1564.0,a_a001881,서울 선릉과 정릉,서울 강남구 삼성동 131,60.0,2,0.0,5.0,5.0,5.0,09
1021,3124.0,a_a002219,청계천,서울 종로구 서린동 148,90.0,7,0.0,4.0,3.0,4.0,09
1024,1508.0,a_a018137,상동호수공원,경기 부천시 상동 549,60.0,1,0.0,5.0,5.0,5.0,11
1025,1148.0,a_a014835,명동거리,서울 중구 명동2가,60.0,4,1.0,3.0,3.0,3.0,10
1027,596.0,a_a007424,나혜석거리,경기 수원시 팔달구 인계동 1140,90.0,4,1.0,4.0,4.0,4.0,10
1032,52.0,a_a001611,DMZ생생누리,경기 파주시 문산읍 마정리 1325,120.0,3,0.0,5.0,3.0,5.0,09
1037,3209.0,a_a002284,커먼그라운드,서울 광진구 자양동 17-1,30.0,4,0.0,4.0,3.0,3.0,09
1038,3545.0,a_a001316,한성백제박물관,서울 송파구 방이동 88-20,30.0,2,0.0,4.0,3.0,3.0,08
1039,2596.0,a_a000620,웨이브파크,경기 시흥시 정왕동,150.0,5,0.0,5.0,5.0,5.0,08
1041,2647.0,a_a003829,은평한옥마을,서울 은평구 진관동 127-27,30.0,7,1.0,5.0,5.0,5.0,10
1049,406.0,a_a001513,광장시장,서울 종로구 예지동 2-1,30.0,4,1.0,4.0,5.0,4.0,08
1053,2900.0,a_a002250,자라섬,경기 가평군 가평읍 달전리 30,480.0,8,1.0,2.0,1.0,1.0,09
1057,798.0,a_a002331,대한불교조계종 신륵사,경기 여주시 천송동 282,120.0,2,0.0,4.0,4.0,4.0,09
1060,3639.0,a_a001492,현대백화점면세점 동대문점,서울 중구 을지로6가 18-12,60.0,4,0.0,3.0,3.0,3.0,08
1068,613.0,a_a009822,남대문시장,서울 중구 남창동 49-1,60.0,4,1.0,4.0,4.0,4.0,10
1071,3652.0,a_a009770,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,30.0,4,1.0,4.0,4.0,4.0,10
1076,2037.0,b_b011659,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,60.0,4,1.0,5.0,5.0,5.0,11
1082,258.0,a_a002373,경복궁,서울 종로구 세종로 1-91,180.0,2,0.0,5.0,5.0,5.0,10
1084,1190.0,a_a003316,무지개서는마을,경기 가평군 북면 도대리 71,480.0,7,0.0,4.0,4.0,4.0,10
1087,3726.0,a_a001219,화담숲,경기 광주시 도척면 도웅리 산 33,150.0,1,1.0,5.0,5.0,5.0,08
1090,3641.0,a_a002930,현대백화점유플렉스 신촌점,서울 서대문구 창천동 30-1,150.0,4,0.0,5.0,5.0,5.0,10
1091,544.0,a_a008125,기산저수지,경기 양주시 백석읍 기산리,30.0,7,0.0,5.0,5.0,5.0,10
1094,2919.0,a_a001673,잠실종합운동장,서울 송파구 잠실동 10-1,270.0,5,1.0,5.0,5.0,5.0,09
1095,1874.0,a_a004075,수원시립미술관,경기 수원시 팔달구 신풍동 238-1,60.0,3,0.0,5.0,5.0,5.0,10
1101,3117.0,a_a007381,청계광장,서울 중구 태평로1가 1,120.0,7,1.0,5.0,4.0,4.0,10
1102,1675.0,a_a015229,서축공업기념관,경기 파주시 문발동 637-1,30.0,3,0.0,5.0,2.0,4.0,10
1105,2871.0,a_a018181,일산호수공원,경기 고양시 일산동구 장항동 906,90.0,1,1.0,4.0,5.0,4.0,11
1107,1971.0,a_a009740,스타필드 하남,경기 하남시 신장동 45-5,210.0,4,0.0,5.0,2.0,4.0,10
1110,729.0,a_a000396,다이소 공릉점,서울 노원구 공릉동 388-34,30.0,4,1.0,3.0,4.0,4.0,09
1111,1054.0,a_a000610,롯데월드,서울 송파구 잠실동 40-1,330.0,6,1.0,4.0,5.0,5.0,09
1113,1420.0,a_a002981,북한강,경기 가평군 청평면 삼회리,60.0,1,0.0,4.0,4.0,4.0,10
1117,3746.0,a_a004819,화성시우리꽃식물원,경기 화성시 팔탄면 매곡리 179-34,60.0,6,0.0,4.0,4.0,4.0,10
1119,2037.0,a_a000207,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,30.0,4,1.0,5.0,5.0,5.0,09
1120,653.0,a_a005154,남한산성 행궁,경기 광주시 남한산성면 산성리 935-1,30.0,2,0.0,5.0,5.0,5.0,10
1122,1077.0,a_a005485,리멤버 수원직영점,경기 수원시 팔달구 매산로1가 41-2,90.0,4,0.0,4.0,4.0,4.0,10
1123,383.0,a_a002001,광교호수공원,경기 수원시 영통구 하동 1020,60.0,1,0.0,4.0,4.0,4.0,09
1125,2365.0,a_a012313,연천율무축제,,30.0,8,0.0,3.0,3.0,3.0,10
1130,3631.0,a_a001132,현대백화점 신촌점,서울 서대문구 창천동 30-33,30.0,4,0.0,5.0,5.0,5.0,09
1133,506.0,a_a012116,궁평항,경기 화성시 서신면 궁평리 689,90.0,8,1.0,5.0,5.0,5.0,10
1138,3358.0,a_a002021,팔달문시장,경기 수원시 팔달구 팔달로3가 32,90.0,4,0.0,4.0,4.0,4.0,09
1139,2964.0,a_a017601,전통주갤러리,서울 종로구 재동 55,60.0,2,1.0,5.0,5.0,5.0,11
1140,1320.0,a_a005857,벌말근린공원,서울 강동구 강일동,30.0,1,0.0,4.0,4.0,4.0,10
1143,1068.0,a_a004662,롯데프리미엄아울렛 이천점,경기 이천시 호법면 단천리 864,120.0,4,1.0,4.0,4.0,4.0,10
1145,191.0,a_a006005,강천섬유원지,경기 여주시 강천면 강천리,90.0,1,1.0,5.0,5.0,5.0,10
1150,3015.0,a_a003666,종묘,서울 종로구 훈정동 1-2,150.0,2,0.0,5.0,5.0,5.0,10
1152,2230.0,a_a004646,양주나리농원,경기 양주시 광사동 51-56,90.0,1,0.0,5.0,5.0,5.0,10
1156,3059.0,a_a000130,지혜의숲,경기 파주시 문발동 524-3,60.0,3,0.0,4.0,4.0,4.0,08
1163,3679.0,a_a018206,홈플러스 병점점,경기 화성시 병점동 399-4,60.0,4,0.0,5.0,5.0,5.0,11
1164,1322.0,a_a015324,범계역광장,경기 안양시 동안구 호계동 1039-2,30.0,3,0.0,5.0,5.0,5.0,10
1172,1363.0,a_a001056,봄날아트홀,서울 종로구 동숭동 1-153,120.0,3,0.0,5.0,5.0,5.0,09
1175,3427.0,a_a003839,포트링공방,서울 마포구 동교동 198-24,120.0,13,0.0,5.0,4.0,4.0,09
1176,1095.0,a_a001226,마이랜드,인천 중구 북성동1가 98-333,30.0,6,0.0,2.0,1.0,1.0,09
1179,452.0,a_a008695,국립고궁박물관,서울 종로구 세종로 1-57,60.0,2,1.0,4.0,4.0,5.0,10
1185,3082.0,a_a010416,창경궁,서울 종로구 와룡동 2-1,90.0,2,0.0,5.0,4.0,5.0,10
1186,3414.0,a_a007167,포천아트밸리,경기 포천시 신북면 기지리 282,90.0,1,0.0,5.0,4.0,4.0,10
1188,1909.0,a_a002814,수원화성 팔달문,경기 수원시 팔달구 팔달로2가 138,0.0,2,0.0,4.0,4.0,4.0,10
1191,3030.0,a_a010571,주주팜,경기 여주시 점동면 청안리 330,120.0,13,0.0,5.0,5.0,5.0,10
1194,268.0,a_a011234,경의선숲길,서울 마포구 동교동 190-1,30.0,1,1.0,5.0,5.0,5.0,10
1196,3015.0,a_a002076,종묘,서울 종로구 훈정동 1-2,120.0,2,0.0,5.0,5.0,5.0,09
1198,3132.0,a_a002718,청라호수공원,인천 서구 청라동 1-794,60.0,1,0.0,5.0,5.0,5.0,09
1199,1420.0,a_a002198,북한강,,30.0,1,0.0,5.0,5.0,3.0,09
1200,506.0,a_a006401,궁평항,,30.0,1,0.0,5.0,5.0,5.0,10
1202,648.0,a_a005659,남한산성,경기 광주시 남한산성면 산성리 산 23,30.0,2,0.0,5.0,5.0,5.0,10
1203,629.0,a_a004472,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,30.0,1,1.0,5.0,5.0,5.0,10
1212,1207.0,a_a007656,문화역서울284,서울 중구 봉래동2가 122-28,60.0,3,0.0,4.0,3.0,4.0,10
1215,2045.0,a_a002042,신촌이대거리,서울 서대문구 창천동,60.0,4,0.0,4.0,4.0,4.0,09
1221,1906.0,a_a007894,수원화성 연무대 관광안내소,경기 수원시 팔달구 매향동 3-32,30.0,2,0.0,4.0,3.0,3.0,10
1223,2570.0,a_a001097,월미공원,인천 중구 북성동1가 산 2-1,30.0,1,0.0,3.0,3.0,3.0,09
1226,226.0,a_a008325,검단산,경기 하남시 배알미동 산 13-6,240.0,1,0.0,5.0,5.0,5.0,10
1228,676.0,a_a002222,노량진컵밥거리,서울 동작구 노량진동 148-87,30.0,4,0.0,4.0,4.0,4.0,09
1234,1418.0,a_a002471,북촌한옥마을,서울 종로구 가회동 31-31,90.0,7,0.0,3.0,3.0,3.0,09
1236,2405.0,a_a002844,예스파크,경기 이천시 신둔면 고척리 599-6,120.0,3,1.0,5.0,5.0,5.0,09
1238,1153.0,a_a003178,명륜당,서울 종로구 명륜3가 53,30.0,1,0.0,5.0,5.0,5.0,10
1240,3477.0,a_a007359,하남스타필드,,240.0,4,0.0,5.0,5.0,5.0,10
1241,1692.0,a_a008224,석촌호수 동호,서울 송파구 신천동 32,30.0,1,0.0,4.0,4.0,3.0,10
1243,2113.0,a_a008526,아침고요수목원,경기 가평군 상면 행현리 623-3,90.0,1,0.0,5.0,5.0,5.0,10
1244,1385.0,a_a008553,부천자연생태공원,경기 부천시 춘의동 382,60.0,1,0.0,5.0,5.0,5.0,10
1248,3650.0,a_a006029,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,90.0,4,1.0,5.0,5.0,5.0,10
1253,3634.0,a_a009406,현대백화점 중동점,경기 부천시 중동 1164,30.0,4,1.0,4.0,4.0,4.0,10
1254,2819.0,b_b012022,인천 펜타포트락페스티벌,인천 연수구 송도동 26-1,30.0,8,0.0,3.0,3.0,2.0,11
1255,2497.0,c_c000580,용문산자연휴양림,경기 양평군 양평읍 백안리 산 68-1,60.0,1,0.0,3.0,2.0,3.0,09
1256,1095.0,a_a009729,마이랜드,인천 중구 북성동1가 98-333,30.0,6,0.0,4.0,4.0,4.0,10
1257,2031.0,a_a001996,신세계백화점 본점,서울 중구 충무로1가 52-5,30.0,4,0.0,4.0,3.0,3.0,09
1258,1437.0,a_a001103,불암산,경기 남양주시 별내동 산 97,150.0,1,0.0,4.0,3.0,3.0,08
1261,1610.0,a_a007407,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10
1265,1481.0,a_a000960,산정랜드,경기 포천시 영북면 산정리 75,90.0,1,0.0,4.0,4.0,4.0,08
1266,1011.0,a_a003130,롯데몰 김포공항점,서울 강서구 방화동 886,120.0,4,0.0,5.0,5.0,5.0,09
1270,13.0,a_a004696,29CM SEONGSU,서울 성동구 성수동2가 302-4,30.0,4,0.0,4.0,4.0,3.0,10
1272,919.0,a_a002543,두타몰,서울 중구 을지로6가 18-12,120.0,4,1.0,4.0,4.0,4.0,10
1274,3760.0,a_a014163,화적연 플로깅,,30.0,13,0.0,4.0,4.0,4.0,10
1276,3787.0,b_b006351,효원공원 월화원,경기 수원시 팔달구 인계동 1117,0.0,1,1.0,3.0,3.0,3.0,10
1279,917.0,a_a000741,두타,서울 중구 을지로6가 18-12,60.0,4,0.0,4.0,4.0,2.0,09
1280,3414.0,a_a013698,포천아트밸리,경기 포천시 신북면 기지리 282,60.0,1,0.0,4.0,4.0,4.0,10
1283,617.0,a_a004293,남문로데오시장,경기 수원시 팔달구 교동 3-11,0.0,4,0.0,4.0,5.0,5.0,10
1284,897.0,a_a002155,동장대 화성어차 연무대 매표소,,60.0,2,0.0,4.0,2.0,4.0,09
1286,2366.0,a_a002381,연천은대리성,경기 연천군 전곡읍 은대리 577,30.0,1,0.0,5.0,5.0,5.0,09
1290,2046.0,a_a001132,신촌파랑고래,서울 서대문구 창천동 57-18,30.0,3,0.0,5.0,5.0,5.0,09
1293,644.0,a_a000700,남이섬,강원 춘천시 남산면 방하리 197,180.0,1,0.0,5.0,4.0,4.0,08
1294,2208.0,a_a006280,야끼화로 송도점,인천 연수구 송도동 22-22,60.0,4,0.0,4.0,3.0,5.0,10
1297,3630.0,a_a005537,현대백화점 미아점,서울 성북구 길음동 20-1,120.0,4,1.0,1.0,5.0,5.0,10
1302,2902.0,a_a009397,자라섬 꽃테마공원,경기 가평군 가평읍 달전리 30,30.0,6,0.0,3.0,3.0,3.0,10
1303,1096.0,a_a012377,마이아트뮤지엄,서울 강남구 대치동 944-31,150.0,3,0.0,5.0,5.0,5.0,10
1305,2839.0,a_a012337,인천문화예술회관,인천 남동구 구월동 1408,60.0,3,0.0,3.0,3.0,4.0,10
1308,408.0,a_a006034,광장시장 전골목,서울 종로구 종로4가,90.0,4,0.0,5.0,5.0,5.0,10
1313,475.0,a_a000825,국립유명산자연휴양림,경기 가평군 설악면 가일리 산 35,30.0,1,0.0,5.0,4.0,5.0,08
1316,3752.0,a_a001672,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,1.0,5.0,5.0,5.0,09
1318,2023.0,b_b001071,신사개나리공원,서울 강남구 신사동 609-2,30.0,1,0.0,4.0,5.0,4.0,09
1320,2557.0,a_a007180,원더마마,서울 마포구 망원동 414-83,0.0,4,1.0,5.0,5.0,5.0,10
1323,1553.0,a_a010406,서삼릉 인종인성왕후효릉,경기 고양시 덕양구 원당동 산 40-2,30.0,2,0.0,4.0,4.0,4.0,10
1324,1810.0,a_a001084,솔찬공원,인천 연수구 송도동 12-8,60.0,1,0.0,4.0,3.0,4.0,09
