,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID,RATING
19209,2210270002,a_a013677,이마트 은평점,서울 은평구 응암동 90-1,60.0,4,1.0,5.0,5.0,5.0,10,2710,16.5
19210,2210240005,a_a003774,도토리숲 아이파크몰점,서울 용산구 한강로3가 40-999,60.0,4,0.0,5.0,5.0,5.0,10,853,16.5
19212,2209120003,a_a002051,송도센트럴파크,인천 연수구 송도동 24-5,60.0,6,0.0,1.0,5.0,5.0,09,1822,10.5
19214,2210230003,a_a011255,감악산출렁다리,경기 파주시 적성면 설마리 48-22,30.0,1,0.0,4.0,4.0,4.0,10,168,13.2
19217,2209180001,c_c002139,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,30.0,2,1.0,5.0,5.0,5.0,09,3107,16.5
19219,2210140003,a_a002887,러쉬코리아 20주년 쇼케이스,,60.0,3,0.0,5.0,5.0,5.0,10,970,16.5
19221,2209180001,a_a001996,배봉산,서울 동대문구 전농동 산 32-20,60.0,1,0.0,5.0,5.0,5.0,09,1305,16.5
19229,2210140002,a_a007658,언더스탠드에비뉴,서울 성동구 성수동1가 685-704,30.0,4,0.0,3.0,2.0,2.0,10,2256,8.1
19231,2210020002,a_a002681,서울 선릉과 정릉,서울 강남구 삼성동 131,60.0,2,0.0,5.0,5.0,5.0,10,1564,16.5
19232,2210300003,a_a007406,지혜의숲,경기 파주시 문발동 524-3,150.0,3,1.0,5.0,5.0,5.0,10,3059,16.5
19233,2210150002,a_a007655,"안양박물관, 김중섭박물관",,90.0,2,0.0,5.0,5.0,5.0,10,2174,16.5
19235,2210010003,a_a003791,아차산고구려유적전시관,,30.0,3,0.0,4.0,4.0,4.0,10,2109,13.2
19238,2208300007,a_a001375,경의선책거리,,30.0,4,0.0,4.0,4.0,5.0,08,270,14.2
19240,2210300001,a_a012471,아이사구아,서울 종로구 가회동 11-9,120.0,1,0.0,3.0,3.0,3.0,10,2101,9.9
19241,2209280002,a_a001686,이상원미술관,강원 춘천시 사북면 지암리 587,30.0,3,1.0,4.0,4.0,4.0,09,2740,13.2
19246,2210010003,a_a004698,물의정원,경기 남양주시 조안면 진중리 95,120.0,1,1.0,5.0,5.0,5.0,10,1211,16.5
19250,2210090009,b_b007021,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,60.0,4,0.0,5.0,5.0,5.0,10,1064,16.5
19257,2210020006,a_a004537,남한산성행궁 인화관,경기 광주시 남한산성면 산성리 550-1,0.0,2,0.0,3.0,3.0,3.0,10,658,9.9
19260,2211020005,a_a015110,임진각관광지,경기 파주시 문산읍 마정리 1198-1,90.0,2,1.0,5.0,5.0,5.0,11,2885,16.5
19261,2211060003,a_a015837,광장시장,서울 종로구 예지동 2-1,30.0,4,0.0,5.0,5.0,5.0,11,406,16.5
19264,2210270007,a_a014164,팔달구 남창동 동사무소앞 인도 산책길,,30.0,7,0.0,4.0,4.0,4.0,10,3355,13.2
19266,2210100002,a_a003378,안양예술공원,경기 안양시 만안구 석수동 240-17,60.0,1,0.0,4.0,4.0,4.0,10,2177,13.2
19267,2210100003,a_a007026,철도박물관,경기 의왕시 월암동 374-1,60.0,2,0.0,3.0,2.0,2.0,10,3109,8.1
19270,2210290003,a_a014377,동대문디자인플라자,서울 중구 을지로7가 2-1,30.0,3,0.0,4.0,4.0,4.0,10,870,13.2
19271,2209240004,a_a002844,달빛어린이공원,경기 오산시 금암동,90.0,1,0.0,4.0,2.0,3.0,09,746,10.6
19273,2210280009,a_a006340,세종문화회관,서울 종로구 세종로 81-3,180.0,8,0.0,5.0,4.0,5.0,10,1754,15.7
19275,2210300003,a_a014172,콩글리쉬카페,,90.0,13,0.0,5.0,5.0,5.0,10,3243,16.5
19276,2210290003,a_a015350,평택국제중앙시장,경기 평택시 신장동 322-46,150.0,4,0.0,5.0,4.0,5.0,10,3383,15.7
19278,2210290004,a_a005125,하니랜드,경기 파주시 조리읍 장곡리 420-6,360.0,6,0.0,4.0,4.0,4.0,10,3491,13.2
19280,2210150005,a_a007377,갈치 저수지,,0.0,1,0.0,3.0,3.0,3.0,10,163,9.9
19282,2210250003,a_a010009,광장시장,서울 종로구 예지동 2-1,60.0,4,1.0,4.0,4.0,4.0,10,406,13.2
19284,2210030007,a_a004370,인사동 문화의거리,서울 종로구 관훈동 30-1,60.0,4,0.0,5.0,5.0,5.0,10,2793,16.5
19290,2208280001,a_a001090,경복궁,서울 종로구 세종로 1-91,120.0,2,1.0,5.0,5.0,5.0,08,258,16.5
19294,2210030002,a_a002367,갤러리아백화점 광교점,경기 수원시 영통구 하동 871-1,60.0,4,0.0,4.0,4.0,4.0,10,211,13.2
19299,2208280003,a_a001431,인천개항박물관,인천 중구 중앙동1가 9-2,30.0,2,0.0,4.0,2.0,4.0,08,2822,11.6
19303,2208270002,a_a001092,이케아 고양점,경기 고양시 덕양구 도내동 1003,150.0,4,0.0,4.0,3.0,4.0,08,2766,12.4
19304,2208270006,a_a000771,아쿠아플라넷 일산,경기 고양시 일산서구 대화동 2606-1,180.0,6,0.0,5.0,4.0,4.0,08,2118,14.7
19310,2210090002,a_a003301,스타필드 고양,경기 고양시 덕양구 동산동 370,120.0,4,0.0,4.0,4.0,4.0,10,1966,13.2
19311,2208250005,a_a001029,부평문화의거리,인천 부평구 부평동 224-1,60.0,4,0.0,5.0,5.0,5.0,08,1396,16.5
19313,2209220005,a_a002077,국립고궁박물관,서울 종로구 세종로 1-57,60.0,2,0.0,5.0,5.0,5.0,09,452,16.5
19319,2209250005,a_a002202,창경궁,서울 종로구 와룡동 2-1,60.0,2,0.0,5.0,5.0,5.0,09,3082,16.5
19320,2208260001,a_a001130,가평뮤직빌리지 음악역1939,경기 가평군 가평읍 대곡리 148-3,30.0,3,0.0,5.0,5.0,4.0,08,148,15.5
19324,2210010005,a_a002270,화성융릉과건릉,경기 화성시 안녕동 187-1,30.0,2,0.0,5.0,5.0,5.0,10,3750,16.5
19327,2211120002,a_a018082,킨텍스 제1전시장 3홀,경기 고양시 일산서구 대화동 2600,60.0,8,0.0,1.0,5.0,5.0,11,3260,10.5
19333,2210120017,a_a007260,수원팔색길 화성성곽길,경기 수원시 장안구 연무동,30.0,2,1.0,5.0,5.0,5.0,10,1892,16.5
19334,2211010003,a_a012159,가구공감,서울 영등포구 여의도동 53-2,120.0,13,0.0,5.0,4.0,5.0,11,116,15.7
19335,2208230001,a_a000974,송도센트럴파크 웨스트보트하우스,인천 연수구 송도동 31,30.0,5,0.0,4.0,3.0,4.0,08,1823,12.4
19337,2210200007,a_a009924,아이파크몰,서울 용산구 한강로3가 40-999,120.0,4,1.0,3.0,4.0,3.0,10,2105,10.7
19345,2209040003,a_a000701,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,90.0,4,1.0,5.0,4.0,5.0,09,3652,15.7
19348,2210010003,a_a003090,하이브인사이트,서울 용산구 한강로3가 65-9,60.0,3,0.0,3.0,2.0,2.0,10,3499,8.1
19356,2210150001,a_a007384,한성백제박물관,,60.0,2,0.0,4.0,4.0,4.0,10,3545,13.2
19358,2208270005,a_a000864,voyage 축제 참여(자라섬),,150.0,8,0.0,5.0,5.0,5.0,08,112,16.5
19365,2210290006,a_a014955,대성리억새공원,경기 가평군 청평면 대성리 392-46,30.0,1,0.0,2.0,2.0,2.0,10,781,6.6
19369,2210030003,a_a003374,아쿠아필드 고양,경기 고양시 덕양구 동산동 370,210.0,4,0.0,5.0,5.0,5.0,10,2120,16.5
19378,2209020004,a_a000389,서울랜드,경기 과천시 막계동 108,210.0,6,0.0,4.0,3.0,4.0,09,1597,12.4
19383,2210140003,a_a006409,다산생태공원,경기 남양주시 조안면 능내리 56-9,60.0,1,0.0,4.0,4.0,4.0,10,727,13.2
19385,2210120005,a_a003995,보정동카페거리,경기 용인시 기흥구 보정동 1344,60.0,4,0.0,5.0,5.0,5.0,10,1354,16.5
19387,2209250001,a_a001835,화담숲,경기 광주시 도척면 도웅리 산 33,180.0,1,0.0,5.0,5.0,5.0,09,3726,16.5
19388,2211060006,a_a017280,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,1.0,5.0,5.0,5.0,11,1295,16.5
19391,2211090003,a_a017546,서울미술관 본관,서울 종로구 부암동 202-4,30.0,3,0.0,5.0,5.0,5.0,11,1605,16.5
19392,2209270007,a_a002895,포토드링크이태원,,30.0,13,0.0,3.0,4.0,4.0,09,3419,11.7
19393,2210080005,a_a006485,한탄강 지질공원센터,경기 포천시 영북면 대회산리 298,60.0,1,0.0,4.0,3.0,4.0,10,3555,12.4
19395,2210020005,a_a002710,비둘기낭폭포,경기 포천시 영북면 대회산리 415-2,30.0,2,0.0,5.0,5.0,5.0,10,1445,16.5
19398,2211090007,a_a017782,행주산성 매표소,경기 고양시 덕양구 행주외동 63-5,30.0,7,0.0,3.0,3.0,3.0,11,3597,9.9
19399,2210030002,a_a002681,국립현대미술관 서울관,서울 종로구 소격동 165-10,90.0,3,0.0,5.0,5.0,5.0,10,489,16.5
19407,2209190001,a_a002018,서울교동초등학교,서울 종로구 경운동 2,0.0,2,0.0,4.0,4.0,4.0,09,1574,13.2
19411,2210050004,a_a003715,롯데백화점 구리점,경기 구리시 인창동 677,0.0,4,0.0,4.0,3.0,3.0,10,1016,11.4
19412,2208230006,a_a000796,반포한강공원,서울 서초구 반포2동 115-5,30.0,1,0.0,5.0,5.0,5.0,08,1281,16.5
19419,2210100004,a_a006963,롯데월드 저자거리 주막,,60.0,4,0.0,3.0,3.0,3.0,10,1058,9.9
19427,2210020004,a_a003759,제인마치메종,서울 성동구 성수동1가 656-89,30.0,3,0.0,3.0,3.0,3.0,10,2998,9.9
19428,2210200006,a_a008018,손기정체육공원,서울 중구 만리동2가 6-1,30.0,5,0.0,4.0,3.0,4.0,10,1804,12.4
19430,2210300006,a_a013936,일산호수공원,경기 고양시 일산동구 장항동 906,60.0,1,0.0,5.0,5.0,5.0,10,2871,16.5
19432,2209250006,a_a002202,빛의시어터,서울 광진구 광장동 22-1,60.0,3,0.0,5.0,5.0,5.0,09,1462,16.5
19434,2210140004,a_a007658,밑미흠 시간을파는상점,,150.0,13,0.0,5.0,5.0,5.0,10,1250,16.5
19435,2210080006,a_a006061,경복궁,서울 종로구 세종로 1-91,90.0,2,1.0,5.0,4.0,4.0,10,258,14.7
19437,2210100007,a_a003999,효원공원 월화원,경기 수원시 팔달구 인계동 1117,60.0,1,0.0,5.0,5.0,5.0,10,3787,16.5
19442,2210270004,a_a014164,수원문화재단 일렁임 유화 전시장,,30.0,3,0.0,3.0,3.0,3.0,10,1871,9.9
19443,2210020005,a_a003363,국립현대미술관 서울관,서울 종로구 소격동 165-10,60.0,3,1.0,4.0,4.0,4.0,10,489,13.2
19447,2209170009,a_a001857,낙산공원,서울 종로구 동숭동 산 2-10,30.0,1,0.0,3.0,2.0,3.0,09,597,9.1
19450,2209240002,a_a002949,신세계백화점 강남점,서울 서초구 반포동 19-3,150.0,4,0.0,4.0,4.0,4.0,09,2028,13.2
19453,2210290004,a_a006101,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,1.0,4.0,4.0,4.0,10,1064,13.2
19458,2211100002,a_a017821,테라로사 국립현대미술관서울점,서울 종로구 소격동 165,30.0,3,0.0,4.0,4.0,4.0,11,3288,13.2
19464,2211120009,a_a018069,옥정중앙공원,경기 양주시 옥정동 864-798,30.0,1,0.0,4.0,5.0,5.0,11,2456,15.0
19466,2209040002,a_a001435,설봉공원,경기 이천시 관고동 408-3,30.0,1,0.0,5.0,5.0,5.0,09,1710,16.5
19470,2210290004,a_a015121,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,120.0,4,0.0,5.0,5.0,5.0,10,3654,16.5
19471,2210010003,a_a002233,광화문광장숲.이순신동상.명량분수 등,,30.0,4,0.0,5.0,5.0,5.0,10,420,16.5
19473,2210010006,a_a004308,이수역사거리,서울 동작구 사당동,30.0,4,1.0,4.0,3.0,3.0,10,2746,11.4
19481,2210150004,a_a007091,화담숲,,180.0,1,0.0,5.0,5.0,5.0,10,3726,16.5
19484,2210030004,a_a005364,다이소 신림역1호점,서울 관악구 신림동 1424-19,30.0,4,0.0,3.0,3.0,3.0,10,733,9.9
19485,2209170003,a_a002246,서울숲,서울 성동구 성수동1가 678-1,30.0,1,0.0,4.0,4.0,4.0,09,1610,13.2
19486,2209080001,a_a000997,3.1독립선언광장,서울 종로구 인사동 194-39,30.0,2,0.0,5.0,5.0,5.0,09,14,16.5
19488,2210120011,a_a006725,스펙트럼갤러리,서울 용산구 이태원동 211-22,0.0,3,0.0,2.0,2.0,2.0,10,1983,6.6
19490,2210230004,a_a009681,블루스퀘어 신한카드홀,서울 용산구 한남동 727-56,240.0,3,1.0,5.0,5.0,5.0,10,1442,16.5
19492,2210170003,a_a008224,스타필드 하남,경기 하남시 신장동 45-5,150.0,4,0.0,4.0,1.0,3.0,10,1971,9.8
19495,2210180005,a_a008406,아쿠아필드 고양,경기 고양시 덕양구 동산동 370,300.0,6,0.0,4.0,4.0,5.0,10,2120,14.2
19496,2210150006,a_a006350,성수연방 띵굴마켓,,30.0,4,0.0,4.0,4.0,4.0,10,1729,13.2
19497,2210120002,a_a005593,인사동 문화의거리,서울 종로구 관훈동 30-1,90.0,4,0.0,4.0,3.0,3.0,10,2793,11.4
19501,2211100003,a_a018063,롯데시네마 광명아울렛,경기 광명시 일직동 500,30.0,4,0.0,4.0,4.0,4.0,11,1036,13.2
19503,2211120005,a_a018087,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,60.0,4,0.0,4.0,3.0,4.0,11,3654,12.4
19507,2211100010,a_a017753,의정부미술도서관,경기 의정부시 민락동 855,60.0,3,0.0,5.0,5.0,5.0,11,2666,16.5
19509,2210150004,a_a007258,경의선 숲길,,120.0,4,0.0,4.0,3.0,5.0,10,267,13.4
19512,2209180003,a_a001968,행궁동벽화마을,경기 수원시 팔달구 북수동,30.0,7,0.0,5.0,4.0,4.0,09,3586,14.7
19517,2210130005,a_a007079,수원시립미술관,경기 수원시 팔달구 신풍동 238-1,90.0,3,0.0,5.0,5.0,5.0,10,1874,16.5
19520,2208070001,a_a000074,롯데몰 김포공항점,서울 강서구 방화동 886,30.0,4,1.0,4.0,4.0,4.0,08,1011,13.2
19523,2211120005,a_a018049,메가박스 마곡,서울 강서구 마곡동 797-1,180.0,3,0.0,3.0,3.0,3.0,11,1133,9.9
19525,2210090003,a_a001879,한옥기술전시관,경기 수원시 팔달구 장안동 45-1,30.0,3,0.0,5.0,5.0,5.0,10,3550,16.5
19530,2210220003,a_a007010,행주성당,경기 고양시 덕양구 행주외동 194,30.0,2,0.0,5.0,4.0,4.0,10,3600,14.7
19536,2208250004,a_a001366,두물머리,경기 양평군 양서면 양수리,120.0,1,0.0,4.0,4.0,4.0,08,911,13.2
19537,2210010006,a_a003031,이마트 보라점,경기 용인시 기흥구 보라동 623-1,60.0,4,0.0,4.0,3.0,3.0,10,2693,11.4
19544,2210290003,a_a010430,스파편의점,서울 노원구 상계동 666-3,30.0,4,0.0,2.0,1.0,1.0,10,1981,4.8
19545,2210290001,a_a011761,북악팔각정,서울 종로구 평창동 산 6-17,30.0,1,0.0,4.0,3.0,3.0,10,1410,11.4
19547,2209080004,a_a001949,케이스파,서울 강남구 신사동 659-13,90.0,3,0.0,4.0,3.0,3.0,09,3215,11.4
19549,2210300002,a_a010404,올림픽공원,서울 송파구 방이동 88-3,120.0,1,0.0,5.0,5.0,5.0,10,2472,16.5
19556,2208120005,a_a000123,창경궁,서울 종로구 와룡동 2-1,90.0,2,0.0,4.0,4.0,4.0,08,3082,13.2
19558,2208260002,a_a000108,현대시티아울렛 동대문점,서울 중구 을지로6가 17-2,60.0,4,0.0,3.0,3.0,3.0,08,3644,9.9
19560,2209190003,a_a002197,공간갑,서울 중구 을지로3가 344-12,60.0,4,0.0,5.0,5.0,1.0,09,347,12.5
19568,2210010002,a_a002270,화성종합경기타운,경기 화성시 향남읍 도이리 산 31-6,150.0,8,0.0,4.0,4.0,4.0,10,3751,13.2
19570,2208280009,a_a000215,신기시장,인천 미추홀구 주안동 1340-2,30.0,4,1.0,5.0,5.0,5.0,08,2008,16.5
19575,2209240005,a_a000678,토이저러스 파주점,경기 파주시 문발동 640,30.0,4,0.0,3.0,3.0,3.0,09,3300,9.9
19576,2209300003,a_a004088,팔달문시장,경기 수원시 팔달구 팔달로3가 32,30.0,4,1.0,4.0,4.0,4.0,09,3358,13.2
19577,2209100002,a_a001617,분당중앙공원,경기 성남시 분당구 수내동 65,30.0,1,0.0,5.0,5.0,5.0,09,1433,16.5
19580,2210210003,a_a009812,롯데백화점 영등포점,서울 영등포구 영등포동 618-496,30.0,4,1.0,4.0,4.0,4.0,10,1026,13.2
19581,2208140003,a_a000058,파르나스몰,서울 강남구 삼성동 159-8,30.0,4,0.0,4.0,4.0,4.0,08,3324,13.2
19583,2210090004,a_a003182,인왕산,서울 종로구 옥인동 산 3-39,90.0,1,1.0,5.0,4.0,4.0,10,2809,14.7
19584,2210080005,a_a004810,이천 창전동 문화의거리,,30.0,4,0.0,4.0,3.0,4.0,10,2754,12.4
19586,2210020008,a_a002866,수원화성박물관,경기 수원시 팔달구 매향동 49,30.0,2,0.0,4.0,3.0,3.0,10,1919,11.4
19587,2210280008,a_a011423,홍대 길거리,,90.0,4,1.0,5.0,5.0,4.0,10,3700,15.5
19597,2209030003,a_a000946,잠실종합운동장 잠실야구장,서울 송파구 잠실동 10-1,300.0,5,1.0,5.0,5.0,5.0,09,2922,16.5
19600,2209170004,a_a002353,구일본우선주식회사인천지점,인천 중구 해안동1가 9,30.0,2,0.0,5.0,4.0,4.0,09,444,14.7
19601,2210150003,a_a006350,"서울숲 군마상, 거울연못",,30.0,1,1.0,4.0,4.0,4.0,10,1614,13.2
19602,2209210002,a_a001923,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,1.0,3.0,4.0,3.0,09,3752,10.7
19607,2210210014,a_a005375,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,0.0,2,0.0,4.0,4.0,5.0,10,1914,14.2
19610,2211130008,a_a018094,도깨비도로,경기 의왕시 청계동 146,0.0,13,0.0,4.0,1.0,4.0,11,844,10.8
19613,2208190005,b_b003330,가평빠지이비자수상레저,경기 가평군 가평읍 금대리 56-22,120.0,5,1.0,4.0,4.0,4.0,08,150,13.2
19615,2210280006,a_a005784,jaju,,30.0,4,0.0,4.0,4.0,4.0,10,109,13.2
19618,2210290002,a_a011188,시흥갯골생태공원,경기 시흥시 장곡동 724-32,60.0,1,0.0,4.0,3.0,4.0,10,2000,12.4
19621,2208230003,a_a000778,더카페쿠키,,120.0,13,0.0,5.0,3.0,5.0,08,813,14.9
19623,2210030005,a_a003825,양강섬,경기 양평군 양평읍 양근리,30.0,7,0.0,5.0,4.0,4.0,10,2213,14.7
19625,2210120004,a_a006312,남한산성공원,경기 성남시 중원구 은행동 535,60.0,2,0.0,5.0,5.0,5.0,10,654,16.5
19627,2210100003,a_a003181,서울시새활용플라자,서울 성동구 용답동 250-14,120.0,3,0.0,4.0,4.0,3.0,10,1624,12.2
19628,2208150003,a_a000123,포토시그니처 서울대학로점,서울 종로구 명륜4가 59-3,30.0,4,0.0,4.0,4.0,4.0,08,3421,13.2
19633,2210290003,a_a015272,남대문시장,서울 중구 남창동 49-1,30.0,4,0.0,5.0,3.0,3.0,10,613,12.9
19637,2210020003,a_a004700,한국민속촌 자동차극장,경기 용인시 기흥구 보라동 308-1,180.0,3,0.0,5.0,5.0,5.0,10,3529,16.5
19640,2210090006,a_a004676,연천호로고루,경기 연천군 장남면 원당리 1257-1,30.0,2,0.0,5.0,5.0,5.0,10,2369,16.5
19642,2209030003,a_a001591,캠프통포레스트,경기 가평군 설악면 사룡리 230-1,300.0,5,0.0,3.0,2.0,4.0,09,3206,10.1
19646,2208270002,a_a001251,청평페리,경기 가평군 청평면 고성리 786-5,90.0,5,0.0,5.0,5.0,5.0,08,3155,16.5
19648,2210010005,a_a004711,두물머리,경기 양평군 양서면 양수리,60.0,1,0.0,5.0,4.0,5.0,10,911,15.7
19650,2209300006,a_a003049,마이랜드,인천 중구 북성동1가 98-333,60.0,6,0.0,5.0,5.0,5.0,09,1095,16.5
19654,2210150004,a_a006346,연호경의 ‘어른 낙서’ 전시,,30.0,3,0.0,3.0,1.0,3.0,10,2371,8.3
19658,2208270007,a_a001295,호텔신북온천,경기 포천시 신북면 덕둔리 625-4,150.0,6,0.0,3.0,3.0,3.0,08,3672,9.9
19663,2210010005,a_a003554,이순신장군묘,경기 광명시 일직동 산 26-7,30.0,2,0.0,3.0,3.0,3.0,10,2747,9.9
19664,2210220004,a_a009674,용인보정동 고분군,경기 용인시 기흥구 보정동 산 121-2,30.0,2,0.0,3.0,3.0,3.0,10,2520,9.9
19666,2211120007,a_a017906,국립중앙박물관,서울 용산구 용산동6가 168-6,90.0,2,1.0,4.0,4.0,4.0,11,478,13.2
19669,2209170005,a_a002195,북촌한옥마을 포토스팟,,30.0,7,0.0,4.0,4.0,5.0,09,1419,14.2
19685,2210300003,a_a015318,오패산나들길,서울 강북구 번동,60.0,7,0.0,4.0,3.0,4.0,10,2452,12.4
19689,2210220002,a_a011212,일산호수공원,경기 고양시 일산동구 장항동 906,60.0,1,0.0,5.0,4.0,4.0,10,2871,14.7
19701,2210090004,a_a005868,연천5일장,경기 연천군 연천읍 차탄리 60-20,90.0,4,0.0,3.0,3.0,3.0,10,2359,9.9
19702,2209060001,a_a001474,서울식물원,서울 강서구 마곡동 727-256,60.0,6,1.0,4.0,4.0,4.0,09,1627,13.2
19711,2210210002,a_a003204,씨사이드파크,인천 중구 운남동 1242-12,180.0,1,0.0,4.0,4.0,4.0,10,2069,13.2
19717,2210150003,a_a005645,라페스타,경기 고양시 일산동구 장항동 763-3,90.0,4,0.0,5.0,5.0,5.0,10,961,16.5
19720,2209230006,a_a001677,양재역 지하상가 쇼핑,,30.0,4,0.0,4.0,4.0,4.0,09,2224,13.2
19721,2210300004,a_a010028,롯데몰 김포공항점,서울 강서구 방화동 886,90.0,4,1.0,5.0,5.0,5.0,10,1011,16.5
19722,2210230002,a_a010455,철원한탄강 주상절리길 순담매표소,강원 철원군 갈말읍 군탄리 산 78-2,150.0,7,0.0,4.0,2.0,4.0,10,3115,11.6
19723,2210220007,a_a011119,화성행궁,경기 수원시 팔달구 남창동 6-2,90.0,2,0.0,5.0,4.0,4.0,10,3752,14.7
19727,2210150005,a_a007579,뉴코아백화점 일산점,,90.0,4,0.0,5.0,5.0,5.0,10,715,16.5
19728,2210140002,a_a007617,찬빛광장,,30.0,7,1.0,5.0,5.0,5.0,10,3081,16.5
19729,2210020007,a_a004091,이마트 구로점,서울 구로구 구로동 188-26,30.0,4,0.0,5.0,5.0,4.0,10,2688,15.5
19730,2210290005,a_a013755,청계천,서울 종로구 서린동 148,0.0,7,1.0,3.0,4.0,4.0,10,3124,11.7
19732,2209250004,a_a003290,남한산성,경기 광주시 남한산성면 산성리 산 23,30.0,2,0.0,5.0,5.0,5.0,09,648,16.5
19735,2210300002,a_a005876,갤러리아백화점 광교점,경기 수원시 영통구 하동 871-1,60.0,4,1.0,2.0,2.0,2.0,10,211,6.6
19739,2210020005,a_a002972,망원시장,서울 마포구 망원동 403-6,90.0,4,0.0,4.0,4.0,4.0,10,1118,13.2
19741,2208210002,a_a000756,고래산구들 옆 계곡,경기도 여주시 북내면,30.0,1,0.0,5.0,5.0,5.0,08,297,16.5
19742,2210090010,a_a006321,매산시장,경기 수원시 팔달구 매산로2가 97-1,30.0,4,1.0,4.0,3.0,3.0,10,1123,11.4
19743,2210070010,a_a004418,롤파크,서울 종로구 청진동 70,30.0,3,1.0,5.0,5.0,5.0,10,990,16.5
19744,2210020002,a_a002924,나폴레옹과자점 양천문화회관점,서울 양천구 신정동 323-24,30.0,4,0.0,3.0,3.0,2.0,10,595,8.9
19745,2210080005,a_a006438,여의도한강공원,서울 영등포구 여의도동 85,420.0,1,1.0,5.0,3.0,3.0,10,2324,12.9
19750,2210170006,a_a007241,경복궁,서울 종로구 세종로 1-91,120.0,2,1.0,5.0,5.0,5.0,10,258,16.5
19754,2210010008,a_a004504,서울라이트 DDP,,30.0,8,0.0,4.0,3.0,3.0,10,1596,11.4
19755,2208200003,a_a000336,신세계백화점 타임스퀘어점,서울 영등포구 영등포동4가 434-5,120.0,4,0.0,3.0,2.0,3.0,08,2035,9.1
19756,2210090007,a_a004565,무신사스탠다드 홍대,서울 마포구 동교동 162-5,30.0,4,0.0,5.0,5.0,5.0,10,1186,16.5
19757,2209240001,a_a002378,난지한강공원,서울 마포구 상암동 495-72,420.0,1,0.0,5.0,5.0,5.0,09,606,16.5
19761,2208280004,a_a001054,드라마 촬영지(그해 우리는),경기도 수원시 팔달구 장안동,30.0,2,0.0,2.0,1.0,1.0,08,926,4.8
19764,2210300003,a_a013940,스몹 하남점,경기 하남시 신장동 616,120.0,4,0.0,5.0,5.0,5.0,10,1949,16.5
19772,2210270005,a_a009988,월미테마파크,인천 중구 북성동1가 98-580,60.0,6,0.0,5.0,5.0,5.0,10,2582,16.5
19773,2210220002,a_a010210,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,150.0,4,0.0,5.0,5.0,5.0,10,3652,16.5
19781,2210020004,a_a002274,허브아일랜드,경기 포천시 신북면 삼정리 517-2,180.0,6,0.0,4.0,2.0,4.0,10,3604,11.6
19782,2208280005,a_a000825,국립유명산자연휴양림,경기 가평군 설악면 가일리 산 35,90.0,1,0.0,4.0,3.0,3.0,08,475,11.4
19789,2210230004,a_a010289,롯데월드타워,서울 송파구 신천동 29,60.0,13,1.0,4.0,4.0,4.0,10,1061,13.2
19792,2211020005,a_a009685,롯데마트 서울역점,서울 중구 봉래동2가 122-23,30.0,4,1.0,4.0,4.0,4.0,11,998,13.2
19795,2210230006,a_a007235,소래철교,인천 남동구 논현동,30.0,7,0.0,4.0,3.0,3.0,10,1773,11.4
19796,2210030002,a_a003366,국립현대미술관 서울관,서울 종로구 소격동 165-10,90.0,3,1.0,5.0,5.0,5.0,10,489,16.5
19798,2209240002,a_a002558,서대문형무소역사관,서울 서대문구 현저동 101,120.0,2,0.0,1.0,5.0,5.0,09,1545,10.5
19801,2209250005,a_a003179,더현대서울,서울 영등포구 여의도동 22,210.0,4,0.0,3.0,2.0,2.0,09,823,8.1
19803,2210310001,a_a011185,서울숲,서울 성동구 성수동1가 678-1,60.0,1,0.0,4.0,4.0,4.0,10,1610,13.2
19809,2210220006,a_a006557,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,30.0,4,1.0,5.0,4.0,5.0,10,3654,15.7
19811,2211060002,a_a016159,북한산둘레길 1구간소나무숲길,서울 강북구 우이동 산 40-1,60.0,7,0.0,5.0,2.0,5.0,11,1429,14.1
19820,2210150003,b_b006816,파주 PopoAlohaFesta,,30.0,13,0.0,4.0,3.0,3.0,10,3332,11.4
19824,2210020003,a_a003490,화담숲,경기 광주시 도척면 도웅리 산 33,120.0,1,0.0,4.0,5.0,5.0,10,3726,15.0
19826,2210310001,a_a012507,인천개항박물관,인천 중구 중앙동1가 9-2,0.0,2,0.0,3.0,4.0,4.0,10,2822,11.7
19839,2208130005,a_a000061,석촌호수산책길,서울 송파구 송파동,30.0,7,0.0,4.0,4.0,4.0,08,1695,13.2
19846,2210290004,a_a008270,하마씨어터,서울 종로구 동숭동 1-63,120.0,3,0.0,5.0,5.0,5.0,10,3496,16.5
